certificate_id,cut_no,ai_cleaned_description,ai_reference,ai_action,ai_content_types,ai_media_element
100030101900001869,5,Removed visuals of a middle finger and hitting of a private part.,middle finger|private part,visual_modification,violence|profanity,visual_scene
100030101900001869,4,Muted multiple words with double meanings.,Jaangiri|Adha|Ass|Uumba,audio_modification,profanity,text_dialogue
100030101900001869,3,Added a disclaimer about smoking.,smoking,insertion,substance,metadata
100030101900001869,2,Blurred the cleavage visuals of Yashika.,Yashika,visual_modification,sexual_suggestive,visual_scene
100030101900001869,1,Muted a profane word at multiple points in the film.,OththaTha,audio_modification,profanity,text_dialogue
100010842100000224,35,Added anti-smoking disclaimers and static text whenever smoking appeared.,smoking,insertion,substance,metadata
100010842100000224,34,Added a CBFC Certificate display at the beginning of the film.,CBFC Certificate,insertion,,metadata
100010842100000224,33,Removed the visuals of a man shot and lying in a pool of blood.,violence,deletion,violence,visual_scene
100010842100000224,32,Removed visuals of a man touching a girl inappropriately.,,deletion,sexual_suggestive,visual_scene
100010842100000224,31,Deleted the visuals of a man in underwear before a girl walks.,man in panty,deletion,sexual_suggestive,visual_scene
100010842100000224,30,Removed the visuals of men gathering around girls in a room.,men gathering around girls,deletion,sexual_suggestive,visual_scene
100010842100000224,29,Removed the visuals of a man giving a gun to a girl on a balcony.,gun,deletion,violence,visual_scene
100010842100000224,28,Deleted the visuals of a girl in lingerie fighting with the man.,girl in lingerie|man,deletion,sexual_suggestive|violence,visual_scene
100010842100000224,27,Removed the visuals of both girls in lingerie.,lingerie,deletion,sexual_suggestive,visual_scene
100010842100000224,26,Removed visuals of a girl walking with a man and a white girl sitting on a man's lap.,,deletion,sexual_suggestive,visual_scene
100010842100000224,25,Removed visuals of a girl at the pool.,girl gets money,deletion,,visual_scene
100010842100000224,24,Removed a scene showing a man waking up a girl and receiving money.,money,deletion,,visual_scene
100010842100000224,23,Removed a scene of a girl in the bathroom.,girl,deletion,sexual_suggestive,visual_scene
100010842100000224,22,Removed visuals of a lovemaking scene.,lovemaking scene,deletion,sexual_suggestive,visual_scene
100010842100000224,21,Deleted the visuals of buttock.,buttock,deletion,sexual_suggestive,visual_scene
100010842100000224,20,Removed the visuals of a couple making love scene.,love scene,deletion,sexual_suggestive,visual_scene
100010842100000224,19,Removed visuals of semi-naked girls.,semi-naked girls,deletion,sexual_suggestive,visual_scene
100010842100000224,18,Removed the scene where a girl takes money from a man.,money,deletion,,visual_scene
100010842100000224,17,Removed visuals of girls showing breasts in the makeup room.,breasts,deletion,sexual_explicit,visual_scene
100010842100000224,16,Removed visuals of a girl dancing provocatively at a bar.,buttocks,deletion,sexual_suggestive,visual_scene
100010842100000224,15,Removed visuals of a girl in short clothes showing her body parts.,buttocks|breasts,deletion,sexual_explicit,visual_scene
100010842100000224,14,Removed visuals of a group of strip dancers.,strip dancers,deletion,sexual_suggestive,visual_scene
100010842100000224,13,Removed visuals of a kissing scene.,kissing,deletion,sexual_suggestive,visual_scene
100010842100000224,12,Removed visuals of two girls showing hips while urinating.,,deletion,sexual_suggestive,visual_scene
100010842100000224,11,Removed visuals of a suggestive dance scene.,null,deletion,sexual_suggestive,visual_scene
100010842100000224,10,Removed visuals of a scene depicting a girl and a man during an intimate act.,sexual_activity,deletion,sexual_suggestive,visual_scene
100010842100000224,9,Removed visuals of a woman pole dancing in lingerie.,striptease,deletion,sexual_suggestive,visual_scene
100010842100000224,8,Removed visuals of strip dancers and their bodies at one point in the film.,buttocks,deletion,sexual_explicit,visual_scene
100010842100000224,7,Removed a visual scene that showed a glimpse of a girl's breasts.,breasts,deletion,sexual_suggestive,visual_scene
100010842100000224,6,Multiple instances of profanity were muted.,mother fucker|suck dick|mother fucking,audio_modification,profanity,text_dialogue
100010842100000224,5,Multiple instances of profanity were removed from the dialogue.,bitch|fuck|pussy|penis,text_modification,profanity|sexual_suggestive,text_dialogue
100010842100000224,4,Muted multiple instances of a racial slur.,nigga,audio_modification,profanity|identity_reference,text_dialogue
100010842100000224,3,Muted instances of profanity throughout the film.,titties,audio_modification,profanity,text_dialogue
100010842100000224,2,"Censored the word ""ass"" at multiple points.",ass,audio_modification,profanity,text_dialogue
100010842100000224,1,Muted instances of a profane word at multiple points in the film.,bitch,audio_modification,profanity,text_dialogue
100010102100000621,6,Replaced the visual of a person shaking their breast.,Ruby,replacement,sexual_suggestive,visual_scene
100010102100000621,5,Blurred the photograph of the lawyer.,lawyer,visual_modification,,visual_scene
100010102100000621,4,Removed the phrase ITEM MAAL.,ITEM MAAL,text_modification,profanity,text_dialogue
100010102100000621,3,Blurred the label of the liquor bottle.,liquor bottle,visual_modification,substance,visual_scene
100010102100000621,2,Added a static message about smoking to all scenes with smoking.,smoking,insertion,substance,metadata
100010102100000621,1,Inserted a logo at the beginning of the film.,logo,insertion,,visual_scene
100010842200011979,1,Inserted the logo of Impact Films.,Impact Films,insertion,,visual_scene
100010842200006788,3,Removed all owl shots.,owl,deletion,,visual_scene
100010842200006788,2,Removed audio and visuals of offensive terms.,LULI|LANGDI|GUNGI|BEHRI|BLACK,deletion,identity_reference,visual_scene
100010842200006788,1,Added a disclaimer stating the makers do not claim the existence of ghosts and evil spirits and do not support superstitions.,ghost and evil spirit,insertion,religious,metadata
100050842200000492,2,Inserted an anti-alcohol message in Punjabi.,alcohol,insertion,substance,visual_scene
100050842200000492,1,Added Punjabi language credits and title card.,Punjabi Language,insertion,,metadata
100050101900001490,3,Inserted an anti-drug message.,drugs,insertion,substance,metadata
100050101900001490,2,Added an anti-smoking message.,smoking,insertion,substance,metadata
100050101900001490,1,Added an anti-smoking disclaimer at the beginning of the film.,smoking,insertion,substance,metadata
100010101800018866,8,Replaced all animal and bird scenes with other shots.,animals and birds,replacement,,visual_scene
100010101800018866,7,Removed shots of the rapists and their movements during the gang rape scene.,rapists,deletion,violence|sexual_explicit,visual_scene
100010101800018866,6,Blurred liquor brand logos throughout the film.,liquor brand logo,visual_modification,substance,visual_scene
100010101800018866,5,Removed a scene glorifying smoking and linking it with a religious figure.,smoking,deletion,substance|religious,visual_scene
100010101800018866,4,Muted multiple instances of profanity throughout the film.,chutiya|iski maa ka|saali|item|maal,audio_modification,profanity,text_dialogue
100010101800018866,3,Inserted specific names in the blank space left for films partners and on thanks card.,,insertion,,metadata
100010101800018866,2,Replaced an anti-smoking ad featuring Rahul Dravid with a new one featuring Akshay Kumar at the beginning and middle of the film.,Rahul Dravid|Akshay Kumar,replacement,substance,metadata
100010101800018866,1,Added disclaimers regarding no-hurt policy and filmmakers' stance against dowry and prostitution.,no-hurt|dowry|prostitution,insertion,identity_reference,metadata
100010101900005783,1,Added Hindi subtitles.,Hindi subtitles,insertion,,text_dialogue
100010842200007065,4,Replaced shots of birds in a cage with alternate shots during a song.,birds in cage,replacement,,visual_scene
100010842200007065,3,Removed a visual scene depicting a religious symbol being thrown on the ground.,religious symbol,deletion,religious,visual_scene
100010842200007065,2,Blurred a shot of blood in the film,bleeding,visual_modification,violence,visual_scene
100010842200007065,1,Muted a profane word at multiple points.,haramjadi,audio_modification,profanity,text_dialogue
100010101900011896,22,Deleted the visual of a girl shooting a man.,violence,deletion,violence,visual_scene
100010101900011896,21,Removed a fight scene.,violence,deletion,violence,visual_scene
100010101900011896,20,Removed a visual scene of police hitting someone.,police|Chhodo mat maro,deletion,violence,visual_scene
100010101900011896,19,Removed a visual of a person being shot.,violence,deletion,violence,visual_scene
100010101900011896,18,Removed a visual scene depicting a war.,war,deletion,violence,visual_scene
100010101900011896,17,Removed a fight scene.,fight,deletion,violence,visual_scene
100010101900011896,16,Deleted the visual and dialogue of the scene.,violence,deletion,violence,visual_scene
100010101900011896,15,Removed a visual scene depicting a shooting.,violence,deletion,violence,visual_scene
100010101900011896,14,Removed a visual scene involving violence.,violence,deletion,violence,visual_scene
100010101900011896,13,Removed a visual of a man shooting himself.,violence,deletion,violence,visual_scene
100010101900011896,12,Removed the visual of a girl in a blood-soaked hospital scene.,violence,deletion,violence,visual_scene
100010101900011896,11,Removed a visual scene depicting a shooting.,girl|boy,deletion,violence,visual_scene
100010101900011896,10,Removed the visual of a violent scene.,,deletion,violence,visual_scene
100010101900011896,9,Deleted the visual of a man being killed.,violence,deletion,violence,visual_scene
100010101900011896,8,Removed a visual scene of a boy shooting a man.,violence,deletion,violence,visual_scene
100010101900011896,7,Removed the visual of a man and boy talking.,man and boy,deletion,,visual_scene
100010101900011896,6,Deleted the visual of police officers being killed.,police officers,deletion,violence,visual_scene
100010101900011896,5,Removed the visual of a boy slapping a girl.,violence,deletion,violence,visual_scene
100010101900011896,4,Removed a visual scene of a cop and a girl talking.,cop and girl,deletion,,visual_scene
100010101900011896,3,Removed a visual scene of two cops talking.,bike banjo bhaiya,deletion,,visual_scene
100010101900011896,2,Removed a visual scene.,flowing mouth,deletion,sexual_suggestive,visual_scene
100010101900011896,1,Removed the visual of a fight scene.,violence,deletion,violence,visual_scene
100010101900007713,5,Removed the animal shots due to non-compliance with AWBI.,animal shots,deletion,,visual_scene
100010101900007713,4,Removed visuals and added a static anti-liquor message during a liquor-consuming scene.,liquor,deletion,substance,visual_scene
100010101900007713,3,Removed visual elements and dialogue mentioning a tobacco brand.,tobacco brand,deletion,substance,visual_scene
100010101900007713,2,Removed blank space from the visual scene.,blank space,deletion,,visual_scene
100010101900007713,1,Added a 10-second slot for the CBFC Certificate.,CBFC Certificate,insertion,,metadata
100010102100002108,2,Removed visuals of Song 2.,Song 2,deletion,,visual_scene
100010102100002108,1,Removed visuals of Song 1.,Song 1,deletion,,visual_scene
100020842200000182,3,Removed the name Rahul Gandhi from the dialogue.,Rahul Gandhi,text_modification,political,text_dialogue
100020842200000182,2,Removed religious references from dialogue.,Hariharasaanam|Ayyappa Maala,text_modification,religious,text_dialogue
100020842200000182,1,Blurred a liquor bottle label.,liquor bottle label,visual_modification,substance,visual_scene
100010842200011495,4,Removed all animal visuals and video clips.,animals,deletion,,visual_scene
100010842200011495,3,Added anti-smoking disclaimer at multiple points in the film,smoking,insertion,substance,metadata
100010842200011495,2,Inserted a health spot during the interval.,Sunita health spot,insertion,,other
100010842200011495,1,Added a 10-second black screen.,C.C,insertion,,visual_scene
100010101800022252,2,Muted the brand name of the cigarette.,cigarette,audio_modification,substance,text_dialogue
100010101800022252,1,Muted a name.,name,audio_modification,,text_dialogue
100010101800025011,6,Submitted fresh NOC from AWBI,AWBI,insertion,religious,metadata
100010101800025011,5,Blurred the liquor brand labels.,liquor brand labels,visual_modification,substance,visual_scene
100010101800025011,4,"Replaced all instances of the name ""monkey"" with ""Diya"".",monkey|Diya,replacement,,text_dialogue
100010101800025011,3,Blurred the middle fingers gesture.,middle fingers,visual_modification,profanity,visual_scene
100010101800025011,2,Muted a profane word and replaced it with another word.,peechwade,text_modification,profanity,text_dialogue
100010101800025011,1,Added a Hindi voice-over and a no-hurt disclaimer at the beginning of the film.,Hindi|no-hurt,insertion,,metadata
100010152100000138,1,Removed the Impact Films logo.,Impact Films logo,deletion,,visual_scene
100010102100000828,1,Replaced the visuals of humping with a flashback shot.,humping,replacement,sexual_suggestive,visual_scene
100010842200000307,4,Removed an intimate scene.,intimate scene,deletion,sexual_suggestive,visual_scene
100010842200000307,3,Inserted anti-smoking health spots and messages throughout the film.,smoking,insertion,substance,metadata
100010842200000307,2,Removed an intimate scene.,intimate scene,deletion,sexual_suggestive,visual_scene
100010842200000307,1,"The titles, cast, and credits were modified to be in the language of the film.",titles|cast|credits,text_modification,,metadata
100010842100002694,4,Removed a derogatory word from the dialogue.,aai,text_modification,profanity,text_dialogue
100010842100002694,3,Removed a profane word at multiple points.,harami|haraam,text_modification,profanity,text_dialogue
100010842100002694,2,Removed the word wherever it occurred.,Pakistaan,text_modification,,text_dialogue
100010842100002694,1,Removed the name Balasaheb Thackery from the subtitles.,Balasaheb Thackery,text_modification,political,text_dialogue
100010102100002678,4,Increased the font size of the anti-smoking message.,smoking,visual_modification,substance,metadata
100010102100002678,3,Removed the dialogue.,jat wali,deletion,,text_dialogue
100010102100002678,2,"Removed the phrase ""fuck off"" from dialogue and subtitles.",fuck,text_modification,profanity,text_dialogue
100010102100002678,1,Inserted a disclaimer stating that the film does not support or promote honor killing and dowry system.,honor killing and dowry system,insertion,political,metadata
100070842400001062,11,Muted a profane word at one point in the film,fuck,audio_modification,profanity,text_dialogue
100070842400001062,10,Added a smoking warning in the rolling titles.,smoking,insertion,substance,metadata
100070842400001062,9,Removed the word Dengeyi and the corresponding subtitle text.,Dengeyi,deletion,profanity,text_dialogue
100070842400001062,8,Removed a profane word and its related subtitles.,bastard,deletion,profanity,text_dialogue
100070842400001062,7,Visuals of cleavage were covered with CG.,cleavage,content_overlay,sexual_suggestive,visual_scene
100070842400001062,6,Removed several instances of profanity from the dialogue.,muddi|madatchod|pichi lanja,text_modification,profanity,text_dialogue
100070842400001062,5,Removed the words and subtitles at multiple points.,Bochu|Mogga,deletion,profanity,text_dialogue
100070842400001062,4,Liquor brands in item song covered with CG.,Hangar,visual_modification,substance,visual_scene
100070842400001062,3,Removed the word fuck from the phone message.,fuck,text_modification,profanity,text_dialogue
100070842400001062,2,Removed visuals of blood vomit from a person.,blood vomit,deletion,violence,visual_scene
100070842400001062,1,Removed a profane word and associated subtitles.,fucking,deletion,profanity,text_dialogue
100010152000000913,1,Added a CBFC certificate at the beginning of the film.,CBFC certificate,insertion,,metadata
100010842400007413,8,Removed a 5-second blank section.,null,deletion,,visual_scene
100010842400007413,7,No specific censorship action was performed.,null,text_modification,,text_dialogue
100010842400007413,6,Added an anti-smoking static image at the beginning and other points in the film.,smoking,insertion,substance,metadata
100010842400007413,5,Deleted a scene of deep sensual hugging.,hugging,deletion,sexual_suggestive,visual_scene
100010842400007413,4,Removed visuals of a man opening a woman's shirt.,shirt,deletion,sexual_suggestive,visual_scene
100010842400007413,3,Removed a dance sequence featuring bikini-clad women.,bikini girls,deletion,sexual_suggestive,visual_scene
100010842400007413,2,Replaced the original health spot with a new one.,health spot,replacement,,other
100010842400007413,1,Added a disclaimer about alcohol being banned in Gujarat.,alcohol,insertion,substance,metadata
100010101800024444,2,Removed the end credits visuals from the Tamil version.,end credits,deletion,,visual_scene
100010101800024444,1,Removed the visuals from song 2.,song 2,deletion,,visual_scene
100050842100000090,25,Removed the visuals of a kissing scene.,kissing,deletion,sexual_suggestive,visual_scene
100050842100000090,24,Removed visuals depicting a killing scene.,violence,deletion,violence,visual_scene
100050842100000090,23,Removed the visuals of the song.,song,deletion,,visual_scene
100050842100000090,22,Removed visuals of drinking and smoking.,drinking|smoking,deletion,substance,visual_scene
100050842100000090,21,Removed visuals of a boy on a chair and a ghost killing a man.,boy|ghost,deletion,violence,visual_scene
100050842100000090,20,Removed visuals of a kissing scene.,kissing scene,deletion,sexual_suggestive,visual_scene
100050842100000090,19,Removed visuals depicting a dog killing a man.,violence,deletion,violence,visual_scene
100050842100000090,18,Removed the visuals of the drinking scene.,drinking scene,deletion,substance,visual_scene
100050842100000090,17,"Removed a scene of a family in a room, where the woman is scared by a ghost.",ghost,deletion,,visual_scene
100050842100000090,16,Removed visuals of a man slapping a woman.,violence,deletion,violence,visual_scene
100050842100000090,15,Removed visuals of a fruit seller.,fruit seller,deletion,,visual_scene
100050842100000090,14,Removed a visual scene of goons looking around.,goons looking around,deletion,violence,visual_scene
100050842100000090,13,Removed the visuals of two men carrying a dead body.,dead body,deletion,violence,visual_scene
100050842100000090,12,Removed the visuals of two men removing a dead body from a car.,dead body,deletion,violence,visual_scene
100050842100000090,11,Removed visuals of a rape scene.,rape scene,deletion,sexual_explicit|violence,visual_scene
100050842100000090,10,Removed visuals of a man slapping a woman.,violence,deletion,violence,visual_scene
100050842100000090,9,Removed visuals of an accident scene.,accident scene,deletion,violence,visual_scene
100050842100000090,8,Deleted the visuals of a man and woman holding hands.,man holding the hand of woman,deletion,sexual_suggestive,visual_scene
100050842100000090,7,Removed the visuals of a man slapping a woman.,violence,deletion,violence,visual_scene
100050842100000090,6,Removed visuals of two people drinking and looking at the girl.,goons|girl,deletion,sexual_suggestive|substance,visual_scene
100050842100000090,5,Removed visuals of a girl in a bikini.,bikini,deletion,sexual_suggestive,visual_scene
100050842100000090,4,Removed a scene of a boss talking to his goons.,violence,deletion,violence,visual_scene
100050842100000090,3,Removed a scene of a boss talking to his goons.,violence,deletion,violence,visual_scene
100050842100000090,2,Removed visuals of drinking and a rape scene.,drinking|rape,deletion,sexual_explicit|violence,visual_scene
100050842100000090,1,"Removed visuals of a man, woman, and the cast.",man|woman|cast,deletion,,visual_scene
100010102000004344,1,"Removed the opening title sequence, disclaimer, and production credits.",RAWM|Brain Child|Divyshika Creations,deletion,,metadata
100010101800001904,6,Reduced violence scenes.,violence,deletion,violence,visual_scene
100010101800001904,5,Dialogue was muted.,null,audio_modification,profanity,text_dialogue
100010101800001904,4,Removed the liquor brand label from the bottle.,brand,visual_modification,substance,visual_scene
100010101800001904,3,Added an anti-smoking health warning at the beginning of the film.,smoking,insertion,substance,metadata
100010101800001904,2,Added a disclaimer at the beginning of the film stating that all characters and events are fictional.,fictional,insertion,,metadata
100010101800001904,1,Inserted a blank space for the CBFC certificate at the beginning of the film.,CBFC certificate,insertion,,metadata
100010152100000137,1,Added a CBFC certificate at the beginning of the film.,CBFC Certificate,insertion,,metadata
100010101800025611,2,Dialogue was muted because it was vulgar and double meaning.,vulgar and double meaning dialogue,audio_modification,profanity,text_dialogue
100010101800025611,1,Muted dialogue due to vulgar and double meaning words.,muze bhi maza lene do,audio_modification,profanity|sexual_suggestive,text_dialogue
100010101900008126,4,Added dialogues.,dialogues,insertion,,text_dialogue
100010101900008126,3,Added music to the beginning main titles.,music,insertion,,music
100010101900008126,2,"Removed the logos of the Co, Digital, and Music Media partners.",Co logo|Digital partners|Music Media partners,deletion,,metadata
100010101900008126,1,Added a new health spot about smoking.,smoking,insertion,substance,metadata
100010101700008415,3,Muted a word from the dialogue that had sexually suggestive content.,USS KE SATH,audio_modification,sexual_suggestive,text_dialogue
100010101700008415,2,Muted a word from the dialogue.,ghuskar,audio_modification,sexual_suggestive,text_dialogue
100010101700008415,1,Muted the word TOUCH from the dialogue.,touch,audio_modification,sexual_suggestive,text_dialogue
100020102100000078,11,Replaced a word and removed a reference.,gante|purohit,replacement,profanity|religious,text_dialogue
100020102100000078,10,Muted a profane word at one point in the film.,huttisodu,audio_modification,profanity,text_dialogue
100020102100000078,9,"Muted the words ""Rape"" and ""Acid"" at one point in the film.",rape|acid,audio_modification,violence|profanity,text_dialogue
100020102100000078,8,Added a disclaimer about corporations denying right to education at one point in the film.,corporations denying right to education,insertion,political,metadata
100020102100000078,7,Muted a word used with poojari.,le,audio_modification,,text_dialogue
100020102100000078,6,Replaced or showed national flag hoisting scene according to guidelines.,national flag hoisting,replacement,political,visual_scene
100020102100000078,5,Added a disclaimer about drug use being illegal and blurred scenes depicting drug use.,drug,insertion,substance,metadata
100020102100000078,4,Inserted a card stating that Ragging is banned and a punishable offence.,Ragging,insertion,,metadata
100020102100000078,3,Replaced words related to GST at one point.,GST|CGST,replacement,,text_dialogue
100020102100000078,2,Added a disclaimer stating the story is fictitious.,story,insertion,,metadata
100020102100000078,1,Inserted a CBFC certificate and a Health Mandatory video at the beginning.,CBFC certificate|Health Mandatory video,insertion,substance,metadata
100020102100000179,4,Blurred a liquor brand name.,TCR,visual_modification,substance,visual_scene
100020102100000179,3,Removed dialogue referencing SANIYA MIRZA.,SANIYA MIRZA,deletion,,text_dialogue
100020102100000179,2,Added an anti-smoking message during a smoking scene.,smoking,insertion,substance,metadata
100020102100000179,1,Removed a profane word from dialogue.,bhenchod,deletion,profanity,text_dialogue
100020842400000151,1,Added content warnings related to the subject matter.,smoking,insertion,substance,metadata
100020842400000150,2,Muted a profane word at one point in the film,chod,audio_modification,profanity,text_dialogue
100020842400000150,1,Added statutory warnings throughout the movie.,statutory warnings,insertion,substance,visual_scene
100020842400000603,4,Added a note about parental permission for scenes involving children.,parental permission certificate,insertion,,metadata
100020842400000603,3,Replaced the butterflies scene.,butterflies,replacement,,visual_scene
100020842400000603,2,Removed a scene depicting religious conversion.,religious conversion,deletion,religious,visual_scene
100020842400000603,1,Removed and replaced the State Anthem.,State Anthem,replacement,,music
100020842300000627,4,Inserted a statutory warning about tobacco consumption.,tobacco consumption,insertion,substance,metadata
100020842300000627,3,Added a statutory warning card where applicable.,smoking,insertion,substance,metadata
100020842300000627,2,Reduced the length of scenes depicting drug use by friends and the character Raju.,drugs,deletion,substance,visual_scene
100020842300000627,1,Removed names of government officials.,government officials,deletion,political,text_dialogue
100070101800000099,8,Added a disclaimer about the dangers of psychotropic drugs at the beginning of the film.,psychotropic drugs,insertion,substance,metadata
100070101800000099,7,Removed dialogue about religious fundamentalists.,religious fundamentalists,deletion,religious,text_dialogue
100070101800000099,6,"Muted the phrase ""Ram Ram Satya Hai"".",Ram Ram Satya Hai,audio_modification,religious,text_dialogue
100070101800000099,5,Liquor labels were covered with computer-generated graphics.,liquor labels,content_overlay,substance,visual_scene
100070101800000099,4,Dialogue alterations and muting of specific phrases.,freeyaa|Rajadi pedda size,text_modification,profanity,text_dialogue
100070101800000099,3,Removed the visuals of a gay person looking at Nandu while he is urinating.,gay|Nandu,deletion,identity_reference|sexual_suggestive,visual_scene
100070101800000099,2,Dialogue was muted.,jaathi kukkalu,audio_modification,profanity,text_dialogue
100070101800000099,1,Muted several words in the dialogue.,second hand piece|tholadaaniki|self start,audio_modification,profanity,text_dialogue
100010101800003802,2,Muted the word Delhi.,Delhi,audio_modification,,text_dialogue
100010101800003802,1,Added blank space at the beginning of the film for closed captions.,CC,insertion,,metadata
100020842400000104,11,Inserted Kannada subtitles for Tulu and Hindi dialogues.,Tulu|Hindi,insertion,,text_dialogue
100020842400000104,10,Added a warning about not wearing helmets while riding.,helmets,insertion,,metadata
100020842400000104,9,Inserted a tobacco advertisement.,Sunitha,insertion,substance,visual_scene
100020842400000104,8,Blurred an alcohol brand at one point in the film,Imperial Blue,visual_modification,substance,visual_scene
100020842400000104,7,Added a disclaimer regarding permission letters from parents of child artists for the bus fight scene and crackers in office scene.,bus fight scene|crackers in office scene,insertion,,metadata
