certificate_id,film_name,film_name_full,language,duration_mins,description,cleaned_description,cut_no,deleted_mins,replaced_mins,inserted_mins,total_modified_time_mins,cert_date,cert_no,applicant,certifier
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Insert disclaimer on CGI animal at 26.46 for entire duration of animal scene (CGI disclaimer inserted),,3,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,"Excise modify the visuals of urination on wall scene by pakistani characters (Make it indicative) at 1.16.40 to 1.17.41, 1.18.00 to 1.18.55, 1.52.32 and reduce duration of Vande Mataram song (Covered with CG, Vande matram song muted, duration reduced)",,4,0.3333333333333333,0.0,0.0,0.33,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Excisemodify the visuals of breaking leg (make it indicative) at 1.19.39 (modified),,5,0.05,0.0,0.0,0.05,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,"Submit documentary evidence on content related to Late Smt. Sushma Swaraj, Smt. Bansuri Swaraj shown in the film including photos, names in CG and name plates (Modified, NOC by Ms Bansuri Swaraj Submitted)",,6,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,ExciseMute the word Durga Bhavani Trishul in audio and in subtitle text at 1.27.50 (muted with change in subtitle text),,7,0.03333333333333333,0.0,0.0,0.03,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,"Excisereduce visuals of circumcision (Make it indicative) at TCR 1.30.59 to 1.32.50 (covered with CG, duration reduced)",,8,0.03333333333333333,0.0,0.0,0.03,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Excisemodify the visuals of burning effigy at 1.41.30 (covered with CG),,9,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,ExciseMute the word Harami along with subtitle text at 1.42.25 (muted with change in subtitle text),,10,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Excise the dialogue at Sc no.62 Mee Bharatha ...to... Kadugutham along with subtitle text (muted with change in subtitle text),,11,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,"Excise the visuals related to National flag (On ground, burning, putting in pocket, use as weapon etc) at 1.54.00 to 1.58.00 (Sc no.62) (Flag visuals reduced, Duration reduced, covered with CG)",,12,0.16666666666666666,0.0,0.0,0.17,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,ExciseMute the word Madarchod along with subtitle text at 1.58.10 (muted with change in subtitle text),,13,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Excisemodify the dialogue Intha emergency... to... Okari Valle avthundi at Sc no.67 (modified),,14,0.13333333333333333,0.0,0.0,0.13,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Submit script with changes including subtitles. (highlight the changes) (submitted),,15,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100070842500000085,THANDEL,THANDEL (TELUGU WITH ENGLISH SUBTITLE) (Color) (2-D),,151.38333333333333,Insert rolling titles and end credits as per script. (inserted),,16,0.0,0.0,0.0,0.0,2025-01-31,DIL692025-HYD,"ALLU ARAVIND BABU - HYDERABAD(GEETHA ARTS (A UNIT OF ALLU ENTERTAINMENT LLP)), GAVARA UDAYA SRINIVASU - HYDERABAD(GK PRODUCTION SOLUTIONS PRIVATE LIMITED)","Rahul Gowlikar, RO, CBFC, Hyderabad"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Replaced old health spot with new anti-smokinganti-tobacco health spots in Tamil in the beginning of the film.,,1,0.0,0.0,0.0,0.0,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Inserted anti-smokinganti-tobacco health spots in Tamil in the middle of the film.,,2,0.0,1.0,0.0,1.0,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Inserted anti-drug disclaimer in Tamil in the beginning of the film.,,3,0.0,0.16666666666666666,0.0,0.17,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Superimposed anti-smoking static message in Tamil at TCR-00:06:47:00,,4,0.0,0.0,0.0,0.0,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Provided Title and Credits in Tamil,,5,0.0,0.0,0.0,0.0,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Blurred liquor brand labels,,6,0.0,0.0,0.0,0.0,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007796,EL GALLO,EL GALLO (DUBBED) (TAMIL) (Color) (2-D),Dubbed,75.33333333333333,Replaced blank space at the end with end credits TCR-01:11:04:00 to 01:13:00:00,,7,0.0,0.0,0.0,0.0,2025-01-30,VFL7212025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008277,SWORD OF THE ASSASSIN,SWORD OF THE ASSASSIN (TAMIL) (Color) (2-D),Tamil,100.55,Inserted disclaimer in Tamil for dangerous action content,,1,0.0,0.16666666666666666,0.0,0.17,2025-01-30,VFL6242025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008277,SWORD OF THE ASSASSIN,SWORD OF THE ASSASSIN (TAMIL) (Color) (2-D),Tamil,100.55,Corrected English Title at TCR-00:04:35:00,,2,0.0,0.0,0.0,0.0,2025-01-30,VFL6242025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008972,HITLER,HITLER (HINDI) (Color) (2-D),Hindi,95.75,Deleted the visuals of Song 1 00.37.07 to 00.40.34,,1,3.466666666666667,0.0,0.0,3.47,2025-01-30,VIL782025-BAN,N LOHITH - HASSAN(MS GAANASHIVA MOVIES),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100010842400008972,HITLER,HITLER (HINDI) (Color) (2-D),Hindi,95.75,Deleted the visuals of Song 2 00.44.36 to 00.47.37,,2,3.0,0.0,0.0,3.0,2025-01-30,VIL782025-BAN,N LOHITH - HASSAN(MS GAANASHIVA MOVIES),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100010842400008972,HITLER,HITLER (HINDI) (Color) (2-D),Hindi,95.75,Deleted the visuals of Song 3 01.10.29 to 01.13.54,,3,3.4166666666666665,0.0,0.0,3.42,2025-01-30,VIL782025-BAN,N LOHITH - HASSAN(MS GAANASHIVA MOVIES),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.81666666666666,Insert PSA films full screen in the beginning and after the interval - MODIFIED,,1,0.0,0.0,0.0,0.0,2025-01-30,VIL772025-BAN,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.81666666666666,Mute the word loafer and delete in subtitles at 28:06 - MUTED,,2,0.0,0.0,0.0,0.0,2025-01-30,VIL772025-BAN,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.81666666666666,Insert drinks statutory warning card in the language of the film at 1:30:11 - INSERTED,,3,0.0,0.0,0.0,0.0,2025-01-30,VIL772025-BAN,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100030842400002648,KTM,KTM (TAMIL) (Color) (2-D),Tamil,149.81666666666666,"submit NOC from AWBI or delete animal shots at 2:00:27, 2:17:37, 2:19:53 - SUBMITTED",,4,0.0,0.0,0.0,0.0,2025-01-30,VIL772025-BAN,Vinay Kumar H - Bengaluru Urban (Ms Mahasimha Movies),"YASHWANT SHEHNAI, RO, CBFC, Bangalore"
100050842400001319,MUZZLE,MUZZLE (ENGLISH) (Color) (2-D),English,96.96666666666667,"1) Muted Word Fuck at Tcr : 02:12, 02:17, 05:55, 05:56, 08:11, 11:37, 18:07, 18:31, 21:17, 26:07, 33:16, 40:07, 41:18, 44:04, 50:32, 50:48, 59:56, 01:00:52, 01:10:32, 01:11:32, 01:13:04, 01:16:07, 01:16:13, 01:18:04, 01:19:36, 01:28:02 2) Son of a",,1,0.0,0.0,0.0,0.0,2025-01-30,VFL7232025-MUM,"qr-redirect-endorsment  width: 98; float: left; padding: 1;  .endorsementHeading  width: 100; float: left; text-align: center; background: 555; color: fff; font-weight: bold; padding: 6px 0; margin-top: 10px; border-radius: 3px;  qr-redirect-endorsment div  width: 100; float: left; margin: 5px 0;  qr-redirect-endorsment table, qr-redirect-endorsment td, qr-redirect-endorsment th  border: 1px solid 888; text-align: left;  qr-redirect-endorsment table  border-collapse: collapse; width: 100;  qr-redirect-endorsment th, qr-redirect-endorsment td  padding: 5px; font-size: 12px;  EndorsementFile No. : CA011012202400435Film Name : MUZZLE (ENGLISH) (Color) (2-D)Applied Running Time : 096.58 MM.SS Cert No. VFL7232025-MUM Dated 30012025Voluntary Deletions at the time of revised application Duration (MM.SS)Cut No.DescriptionDeletedReplacedInserted11) Muted Word Fuck at Tcr : 02:12, 02:17, 05:55, 05:56, 08:11, 11:37, 18:07, 18:31, 21:17, 26:07, 33:16, 40:07, 41:18, 44:04, 50:32, 50:48, 59:56, 01:00:52, 01:10:32, 01:11:32, 01:13:04, 01:16:07, 01:16:13, 01:18:04, 01:19:36, 01:28:02 2) Son of a 00.0000.0000.00Total : 00.0000.0000.00Actual Duration of the film after the aforesaid deletions and replacements will be 096.58 MM.SS in 0 cassette(s).","Mahesh Kumar, RO, CBFC, Mumbai"
100010842400007865,THE DUNES,THE DUNES (DUBBED) (TAMIL) (Color) (2-D),Dubbed,92.41666666666667,Inserted credit title title end scrolls in applied language.,,1,0.0,0.0,0.0,0.0,2025-01-29,VFL6232025-MUM,Nagaraj P Revankar (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008557,THE PURSUIT OF HAPPYNESS,THE PURSUIT OF HAPPYNESS (HINDI) (Color) (2-D),Hindi,113.0,"Superimposed anti-smoking and anti-liquor static messages at TCR-00:56:25:00, 01:42:02:00",,1,0.0,0.0,0.0,0.0,2025-01-29,VFL532025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008557,THE PURSUIT OF HAPPYNESS,THE PURSUIT OF HAPPYNESS (HINDI) (Color) (2-D),Hindi,113.0,Blurred obscene words at TCR-00:05:39:00 and 00:39:36:00,,2,0.0,0.0,0.0,0.0,2025-01-29,VFL532025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008730,ANYONE BUT YOU,ANYONE BUT YOU (TELUGU) (Color) (2-D),Telugu,96.31666666666666,Corrected Film Title in Telugu,,1,0.0,0.0,0.0,0.0,2025-01-29,VFL7192025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008730,ANYONE BUT YOU,ANYONE BUT YOU (TELUGU) (Color) (2-D),Telugu,96.31666666666666,Superimpose Film Credits in Telugu,,2,0.0,0.0,0.0,0.0,2025-01-29,VFL7192025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008730,ANYONE BUT YOU,ANYONE BUT YOU (TELUGU) (Color) (2-D),Telugu,96.31666666666666,Superimposed anti-liquor static message in Telugu from TCR-00:51:00:00 to 00:55:00:00 and 01:18:41:00,,3,0.0,0.0,0.0,0.0,2025-01-29,VFL7192025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008730,ANYONE BUT YOU,ANYONE BUT YOU (TELUGU) (Color) (2-D),Telugu,96.31666666666666,Muted obscene word at TCR-00:40:22:00,,4,0.0,0.0,0.0,0.0,2025-01-29,VFL7192025-MUM,Premraj Achari (E.O.),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,"Muted word KAMINE AT TCR 41.12, 1.10.12,",,1,0.0,0.0,0.0,0.0,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,Muted word Salaa - 46:57 - 47.27 - 47:50 - 48:11 - 48:35 - 48:46 - 48:50 - 48:53 - 01:00:08 - 01:03:01- 01:03:06 01:05:14 - 01:05:46 -01:06:56 - 01:08:10,,2,0.0,0.0,0.0,0.0,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,Muted word Haramzade : 01:05:16,,3,0.0,0.0,0.0,0.0,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,DELETED THE VISUAL OF STRIPPER DANCING ON STAGE AND NUDITY AT TCR 43:59 to 44:02,,4,0.05,0.0,0.0,0.05,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,DELETED THE VISUAL OF MAN STABBED IN STOMACH BLOOD OOZING OUT LADY TRYING TO PRESS THE WOUND FOR STOPPING BLOOD 1.09.41 to 1.09.44,,5,0.05,0.0,0.0,0.05,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,DELETED THE VISUAL OF MAN STABBED brutally AT TCR 1.19.24 to to 01:19:28,,6,0.06666666666666667,0.0,0.0,0.07,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
100010842400008809,BLACK LOTUS,BLACK LOTUS (FRESH DUB) (HINDI) (Color) (2-D),Fresh Dub,88.71666666666667,DELETED THE VISUAL OF FIGHTING SCENE BETWEEN A MAN AND woman at TCR 01:19:48 to 01:19:57,,7,0.15,0.0,0.0,0.15,2025-01-29,VFL7182025-MUM,BLACK LOTUS (FRESH DUB),"Mahesh Kumar, RO, CBFC, Mumbai"
